Text,Category
"Athletics' ruling body took action against the pair for failing to take drugs tests before the Athens Olympics. An independent tribunal of the Greek Track and Field Federation will meet to decide whether to ratify the sanction. The sprint duo face charges of failing to give information on their location and refusing to submit to a drugs test. Kenteris' lawyer Gregory Ioannidis told BBC Sport: ""We refute both charges as unsubstantiated and illogical. ""There have been certain breaches in the correct application of the rules on behalf of the sporting authorities and their officials, and these procedural breaches have also violated my client's rights. ""There is also evidence that proves the fact that my client has been persecuted."" Ioannidis, who is a law lecturer at the University of Buckingham, added: ""One of the important rights and foundations of law and justice - that the accused should be presumed innocent unless proved otherwise - has been tarnished."" The panel will also decide on the two-year ban imposed on the athletes' controversial coach Christos Tzekos by the IAAF. Kenteris, the 2000 Olympic 200m champion, and Thanou, the women's 100m silver medallist from the same Games in Sydney, quit the Olympics on 18 August after failing to give samples on the eve of the opening ceremony.",sport
"Eerdekens said he made the statement in order to protect the other three players that took part in the tournament, Belgian Justine Henin-Hardenne, Nathalie Dechy of France and Russia's Elena Dementieva. But Dechy is fuming that she has been implicated in the row. ""How can you be happy when you see your face on the cover page and talking about doping?"" Dechy said. ""I'm really upset about it and I think the Belgian government did a really bad job about this. ""I think we deserve an apology from the guy. You cannot say anything like this - you cannot say some stuff like this, saying it's one of these girls. This is terrible."" Dementieva is also angry and says that Dechy and herself are the real victims of the scandal. ""You have no idea what I have been through all these days. It's been too hard on me,"" she said. ""The WTA are trying to handle this problem by saying there are three victims, but I see only two victims in this story - me and Nathalie Dechy, who really have nothing to do with this. ""To be honest with you, I don't feel like I want to talk to Sveta at all. I'm just very upset with the way everything has happened.""",sport
"Then McAllister picked up a pass from Stephen Simmons and drove an angled shot from 20 yards narrowly past Meldrum's far post. The impressive Mikoliunas twice went close before half time - a low drive was comfortably gathered by Meldrum and then he curled a left-footed shot past the keeper's right-hand post. Livi manager Richard Gough made three changes at the interval, bringing on defender Goran Stanic, midfielder Gabor Vincze, and striker Ferenc Horvath for Bahoken, Derek Lilley and Mark Wilson. But, in the opening stages of the second period, little changed. However, the West Lothian side gave themselves a lifeline with a controversial goal. Eric Deloumeaux sent Jason Dair away on the right and he tried to give the ball to McPake, who looked to be in an offside position. The Livi striker ignored the pass, however, and Dair ran on to it and played Easton in at the back post and he headed home from close range. The home side called for offside against McPake but referee Alan Freeland ignored their claims and pointed to the centre-circle. Livi went all out for the equaliser. In the 87th minute, Burton O'Brien was hauled back at the edge of the box by Neil MacFarlane, but Dair sent his shot just inches wide.",sport
"Robben had an MRI scan on the injury, sustained during the Premiership win at Blackburn, on Monday. ""Six weeks is the average time to heal this injury and then I need a few more weeks to be completely fit again,"" he told Dutch newspaper Algemeen Dagblad. ""I had a feeling it was serious but because of the swelling it was impossible to make a final diagnosis."" The 21-year-old missed the first three months of the season with a similar injury after a challenge with Roma's Olivier Dacourt. And he added: ""It felt different then last summer when I had the same injury on my other foot. ""Then I could walk already after three days but I stayed sidelined for a long period. I hope that it will now take me six to eight weeks."" Chelsea physio Mike Banks was hopeful that Robben could return at some point in March. ""The fractures are tiny and he could be playing next month,"" Banks told the club's website. ""One is a chip on the side of his foot, the other is a small break on the third metatarsal. ""But this is not the traditional metatarsal that has become so famous since the last World Cup and which has kept Scott Parker out for two months.""",sport
"Parker has not recovered from a trapped nerve in his neck that kept him out of the win over England, and Tom Shanklin is expected to continue at centre. Jones damaged his collar bone after coming on as a replacement against England and joins flanker Colin Charvis (foot injury) on the sidelines. Meanwhile, Mike Ruddock may make Gavin Henson his first-choice kicker in Rome. The centre was Wales' hero in the 11-9 Six Nations win over England, landing a huge late penalty from wide out to clinch the game. First-choice kicker Stephen Jones handed over responsibility because of Henson's greater kicking range, but the fly-half had already missed a number of shots at goal. ""Our first aim was to get Gavin settled into the team, but giving him the kicks is something we'll talk about in selection this week,"" Wales coach Mike Ruddock told BBC Sport Wales. Henson himself says he is relishing all the media hype that has been heaped on him since last Saturday's game. ""I thrive on it and think it makes me perform better,"" he said. ""I'm glad it's a short week before the Italy game. There was so much build-up before England, but we fly out to Rome on Thursday and we'll be back playing again.""",sport
"The 31-year-old former France international gave his last press conference as a Roma player on Monday, anouncing his move to Bolton. ""I have signed a five-month contract with Bolton,"" said Candela, who will travel to England on Tuesday. ""In June I will decide whether to continue to play for Bolton or retire from professional football."" Allardyce hopes Candela's arrival will relieve Bolton's injury crisis after defender Nicky Hunt limped out injured during Oldham's 1-0 win against Oldham in the FA Cup on Sunday. ""In light of what has happened to Nicky Hunt, with his injury, it might be a blessing in disguise that we can bring in a highly-experienced full-back to help with our injuries at the back,"" Allardyce said. ""He has an outstanding pedigree in the game and has won honours at the highest level including the World Cup in 1998. ""He has not played regular football this year but is eager to impress in the Premiership. ""He can play in any position at the back and despite him being predominately right-footed he has played the majority of his career at left-back."" Candela, who was a member of the Roma side that won the title in 2001, has made only seven league appearances this season for Luigi del Neri's side.",sport
"He is the only man to captain the Lions twice and he also led England to a Six Nations Grand Slam. Johnson also had huge success as captain of Leicester, guiding the Tigers to back to back Heineken Cup victories and several Premiership titles. Apart from his marvellous captaincy Johnson was also one of the finest second rows to ever play the game. Teak tough and physically intimidating, he ruled the rucks and mauls for the best part of a decade and was integral in England's rise to the top of the world game. His final appearance will be in his testimonial at Twickenham, where he will lead a team against a side captained by New Zealand winger Jonah Lomu. The All Black is aiming to return to action after a kidney transplant and Johnson expects it to be a memorable occasion. ""This game against Jonah will be a great way to end the season and end my career,"" said Johnson. Lomu, rugby union's first global superstar after his exploits in the 1995 World Cup, said he was proud to be part of Johnson's farewell. ""We hold him in such high esteem,"" said Lomu. ""He is such a great leader and I am just honoured to be on the same pitch.""",sport
"He says so himself in a matter-of-fact way as he recalls the car accident which occurred nine days before he was scheduled to step out into the Olympic Stadium in Athens for the 50K Walk. There is an ironic chuckle as he talks of his immediate thoughts after a lorry, driving on the wrong side of the road, had ploughed into his rental car. ""I was in a lot of pain and I guessed that one of my toes was broken,"" says the Waterford man. ""But I was thinking maybe with a cortisone injection you never know. ""In my back, it felt as though all the muscles had been ripped off my pelvis but I was thinking maybe we could do something with laser therapy and ultra sound and hopefully I'd be able to race."" It took over 10 hours before Jamie knew with certainty that he would not be competing in his second Olympics. ""My back had been broken in two places and with one of my vertebrae, the bottom part had exploded so I'm fierce lucky not be paralysed. ""I'd fractured my big toe as well which was on the brake."" Jamie didn't finally arrive at hospital in Athens until some nine and a half hours after the accident.",sport
"US-based Alistair Cragg and Mark Carroll are the only Irish athletes selected so far for the Europeans who will not run in Sheffield. Brizzel will defend his 200m title in the British trials. In-form James McIlroy will hope to confirm his place in the British team for Madrid by winning the 800m title. McIlroy has been in tremendous form on the European circuit in recent weeks. He is one of the fastest 800m runners in the world this winter and already seems assured of a place in Madrid. Corkman Mark Carroll confirmed in midweek that he would join Cragg in the European Championships. Carroll is ranked number three in the world 3000m ranking at the moment with Cragg occupying top spot. Meanwhile, nine-times champion Dermot Donnelly will not be coming out of retirement to compete in the Northern Ireland Cross Country Championships in Coleraine on Saturday. An injury crisis in the Annadale Striders squad led to Donnelly being entered by coach John McLaughlin but the athlete told BBC Sport on Friday evening that he would not be running. Willowfield's Paul Rowan will go in as individual favourite but Annadale could have a tough job holding on to their team title as Andrew Dunwoody and Noel Pollock are unlikely to run.",sport
"Van Persie is suspended alongside Dennis Bergkamp and Jose Antonio Reyes after being sent off at Southampton when Arsenal had a numerical advantage. Thierry Henry is ruled out with an Achilles tendon injury but Cole said: ""No-one is putting the blame on Robin. ""It's just something that happens on the spur of the moment."" Cole added: ""I've done it before and I hope they didn't blame me for anything. ""Of course he'll learn. I've been sent off a couple of times now and it's just one of those things when you go a bit crazy for one or two seconds. Freddie Ljungberg is likely to be used in an emergency striking role and will be partnered by either Arturo Lupoli, Quincy Owusu-Abeyie or Jeremie Aliadiere. Gunners boss Arsene Wenger said: ""Freddie is an option but we need a second striker. ""I have to decide whether it will be Aliadiere, Quincy or Lupoli who will start with him up front. Those three will be involved."" Arsenal are also without winger Robert Pires, who sustained an ankle injury at St Mary's. Wenger added: ""It doesn't look like anything is fractured, but it is a good ankle sprain. ""It does not look like Pires will be ready for two to three weeks.""",sport
"The Briton, running for the first time since dropping out of the Olympic marathon and 10,000m, held off Kenyan Susan Chepkemei in a thrilling finish. The pair were locked together for the last few miles before Radcliffe finally sprinted clear to win in two hours, 23 minutes and 10 seconds. ""It's a good way to end the year,"" she said. ""I'm ready for a good rest now."" Radcliffe decided only recently to run in the race and many had doubted whether she had sufficiently recovered from her Olympic ordeal just 11 weeks ago. But the world record-holder was prominent at the head of the field for the whole race as her rivals slowly dropped off the pace. Just Chepkemei and Radcliffe were left in contention as the race came into the final few miles. The Kenyan put in several bursts of speed to throw off Radcliffe but the Briton managed to hang in. Both runners looked to be suffering as they reached the final mile in Central Park. But it was Radcliffe who managed to dredge up a final sprint to see off Chepkemei in the closest finish in the race's history and in the process make a huge step in erasing the disappointment she suffered in Athens.",sport
"Henman, seeded three, then held his serve comfortably thanks to four serve-and-volley winners to take a clear 5-3 lead. Rusedski won his service game but Henman took the first of his three match points with a service winner to secure his place in the second round at Dubai for the first time in three years. It was the first match between the pair for three years - Henman last lost to Rusedski six years ago - and lasted two hours and 40 minutes. The pair are now likely to only face each other on court as rivals - rather than as team-mates - after Henman decided to retire from Davis Cup tennis leaving Rusedski to lead the team out against Israel on 4-6 March. Henman, who now faces Russian Igor Andreev in the last 16, admitted afterwards it was difficult coming up against his compatriot on a fast surface. ""You just take it point by point when you're fighting to stay in the match,"" he said. ""I had to keep playing aggressively and competing to get a chance. ""I now have to recover in time for the next match because the body doesn't recover as quick as it used to, especially after two hours and 40 minutes.""",sport
"Barkley withdrew from Bath's team for Friday's clash with Gloucester after suffering a calf injury in training. Gloucester centre Henry Paul has also been cleared to play after overcoming an ankle injury. England coach Andy Robinson, who names his team on Wednesday, has called up Bath prop Duncan Bell following Phil Vickery's broken arm. With Vickery sidelined for at least six weeks and Julian White out with a neck injury, Bell could make his England debut. Bell, 30, had set his sights on an international career with Wales. But last December, the International Rugby Board confirmed that he could only be eligible for England as he had travelled on tour with them in 1998. ""I thought I'd burned all my bridges with England when I expressed an interest in wanting to play for Wales, so it's fantastic to get this opportunity,"" he said. Bell, who featured in the England A side which beat France 30-20 10 days ago, added: ""I recognise that I got into the England A squad because of injuries. ""And it's the same again in getting into the senior squad. But now that I have this opportunity I intend to take it fully if selected and play my heart out for my country.""",sport
"Five metres in from the right touchline, 44 metres out, it was not a kick Stephen Jones, who had seen a long-range effort fall agonisingly under the bar, would have approached with confidence. ""It was out of Steve's range but I looked at Gavin, and he gave me a reassuring nod,"" said Thomas. Henson, surveying his date with destiny, positively relished the responsibility, and the chance to make himself a hero. Without further ado, he nervelessly slotted the kick that ended five years of English dominance and 12 years of waiting in Cardiff. ""I knew I was going to get it before I even took the kick,"" he said later, his distinct spikey locks freshly gelled into an appropriate star shape. ""I have been getting them from that distance all year so it wasn't a problem."" There were still four minutes for Wales to hold out, and the frenzy was such that Henson could not even hear Jones shouting instructions at him from three yards away. But it was Wales who finished the game on the attack, almost snatching a second try in a thunderous climax. ""Just Do It"" implored the front page headline on Saturday's Western Mail newspaper. And, thanks to Henson, Wales did.",sport
"It just goes to show even the most meticulous and measured athletes cannot predict what fate has in store for them. Four months later, Holmes stormed to double Olympic gold and has since been made a Dame, won the BBC Sport Personality of the Year and written a book whilst still finding time to coach aspiring athletes. With so much time spent in the spotlight, Holmes has increasingly dropped hints that her ambition on the track has begun to wilt. And when asked about her plans for both the indoor and outdoor seasons ahead, the 34-year-old has repeatedly chosen to tick the ""don't know"" box. Holmes has now pulled out of this weekend's European Indoor Championships, where she was selected for both the 800m and 1500m, because of a hamstring injury. But should we be surprised if the Olympic champion over both those distances decides she just does not feel like racing anymore? ""Well, it's a lot easier being the double Olympic champion, being feted by everybody, than training to be at the top in middle distance running,"" points out former Olympian and BBC pundit Steve Cram. ""You have to have a real strong desire to carry on doing it even if you're very talented.""",sport
"The Brazilian confirmed tempers had flared but could shed no light on reports that food was thrown at United boss Sir Alex Ferguson. ""I saw people being pulled apart, people pushing, pointing and shouting,"" he told Uefa's official website. ""The United players were trying to wind us up about the result but I didn't see any soup being thrown at anyone."" However, Edu tried to play down the incidents, adding: ""There was nothing that I haven't seen in Brazilian derbies. ""Derby matches in Brazil are worse. I like to play in games like this with this intense rivalry."" But Edu was highly critical of the ferocity of some of United's challenges during the game, particularly on Jose Antonio Reyes. ""I think we were a lot fairer in the tackles than United,"" he said. ""Reyes was being kicked all over the park - they were beating up the boy and Gary Neville was tackling in such a way that he should have been sent off."" Following the game, the Football Association said it would look into events in the tunnel. It also charged Ruud van Nistelrooy with serious foul play while Arsenal boss Arsene Wenger has been asked to explain comments he made about the referee.",sport
"Hansen, the Commonwealth and European champion, has been sidelined since the European Cup in Poland in June 2004. It was hoped she would be able to return this summer, but the wound from the injury has been very slow to heal. Her coach Aston Moore told the Times: ""We're not looking at any sooner than 2006, not as a triple jumper."" Moore said Hansen may be able to return to sprinting and long jumping sooner, but there is no short-term prospect of her being involved again in her specialist event. ""There was a problem with the wound healing and it set back her rehabilitation by about two months, but that has been solved and we can push ahead now,"" he said. ""The aim is for her to get fit as an athlete - then we will start looking at sprinting and the long jump as an introduction back to the competitive arena."" Moore said he is confident Hansen can make it back to top-level competition, though it is unclear if that will be in time for the Commonwealth Games in Melbourne next March, when she will be 34. ""It's been a frustrating time for her, but it has not fazed her determination,"" he added.",sport
"The Kenyan, who was second when Newcastle hosted the race last year, was in front from the outset. Ethiopian duo Gebre Gebremariam and Dejene Berhanu made last-gasp efforts to overtake him, but Kipchoge responded and a burst of speed clinched victory. Gavin Thompson was the first Briton in 12th place while Nick McCormick held of his British rivals to win the 4km race. The Morpeth Harrier led from the end of the first lap and ended Mike Skinner and Andrew Baddeley's hopes with a surge in the lasp lap. ""My training has gone so well I wasn't really worried about the opposition asI knew I was in great shape,"" said McCormick, who now hopes to earn a 1,500m place in the British team for the World Championships in Helsinki. In the women's race, Ethiopia's Tirunesh Dibaba won a battle with world cross country champion Benita Johnson to retain her title. Australian Johnson, who shocked her African rivals in Brussels last March, looked to be on course for another win in the 6.2km race. But world 5000m champion Dibaba make a telling strike for the finishing line in the final 20 metres. Britons Kathy Butler and Hayley Yelling were out of contention early on.",sport
"Open chief Paul McNamee had said: ""Kim's wrist obviously isn't going to be rehabilitated."" But her spokesman insisted she had simply delayed submitting her entry. ""The doctors are assessing her injury on a weekly basis and if there is no risk she could play. But if there's the least risk she will stay away."" Despite being absent from the WTA entry list for the tournament, which begins on 17 January, Clijsters would be certain to get a wild card if she requested one. Clijsters is still ranked 22nd in the world despite only playing a handful of matches last season. The Belgian had an operation on her left wrist early in the season but injured it again on her return to the tour. Meanwhile, Jelena Dokic, who used to compete for Australia, has opted out of the first Grand Slam of the season. Dokic has not played in the Australian Open since 2001 when she lost in the first round. But the 21-year-old would have had to rely on a wild card next season because her ranking has tumbled to 127th. Four-time champion Monica Seles, who has not played since last year's French Open, is another absentee because of an injured left foot.",sport
"Open chief Paul McNamee had said: ""Kim's wrist obviously isn't going to be rehabilitated."" But her spokesman insisted she had simply delayed submitting her entry. ""The doctors are assessing her injury on a weekly basis and if there is no risk she could play. But if there's the least risk she will stay away."" Despite being absent from the WTA entry list for the tournament, which begins on 17 January, Clijsters would be certain to get a wild card if she requested one. Clijsters is still ranked 22nd in the world despite only playing a handful of matches last season. The Belgian had an operation on her left wrist early in the season but injured it again on her return to the tour. Meanwhile, Jelena Dokic, who used to compete for Australia, has opted out of the first Grand Slam of the season. Dokic has not played in the Australian Open since 2001 when she lost in the first round. But the 21-year-old would have had to rely on a wild card next season because her ranking has tumbled to 127th. Four-time champion Monica Seles, who has not played since last year's French Open, is another absentee because of an injured left foot.",sport
"The speedy Steinmetz had other ideas and he raced up to get the vital touch in the nick of time, giving Adam Larkin an easy conversion. Ally Warnock clawed back three points for Borders, but they were soon hit by another double-blow. First, Mark Blair was yellow carded for killing the ball on the ground and then full-back Cunningham bagged the second touchdown in the wake of fine work by skipper Andy Ward. Larkin again added the extras. Even worse was to come for Borders when Larkin kicked two more penalties just before the break, the second of which also led to Kelly Brown being sin-binned. The hosts gave themselves a glimmer of hope immediately after the restart, however, when Warnock struck a penalty at the other end. And he repeated the feat to set up the tense finale. Ulster coach mark McCall said he was delighted to get the victory. ""Borders are a tougher proposition this year in spite of the fact that they have not had a victory in some time,"" said McCall. ""In the first 20 minutes we were edgy but in the second 20 minutes we played some of our best rugby this season and scored two good tries.""",sport
"Hundreds of fans streamed across the pitch on their way to the exits after the game was called off. Tourists and fans took advantage of the opportunity for a photograph between the famous stadium's goalposts. The two clubs met the Spanish FA on Monday and Astiazaran added: ""We thought about giving the game as concluded but after talking with the FA we decided there was no precedent for that and the best thing was to play the time that was remaining."" Real Madrid director of sport Emilio Butragueno praised the spectators inside the ground for their conduct. ""I'd like to highlight the behaviour of the fans, who showed great maturity and it was an example of good citizenship,"" he said. Butragueno confirned, before confirming that Tuesday's charity match - which has been billed as ""Ronaldo's friends against Zidane's friends"" - will go ahead as planned. ""I'd also like to take the chance to say that tomorrow's game will take place,"" Butragueno declared of the ""Partido contra la Pobreza"" (Game Against Poverty). He added: ""Football is important for society and we want to show that. ""We also think that football should be a fiesta, we had programmed and people deserve to enjoy the game.""",sport
"Last year Bafana Bafana were humbled in the first by minnows Mauritius who beat them 2-0 in Curepipe. Coach Stuart Baxter and his squad will return to Curepipe face the Seychelles in their first game of the new-look regional competition. The format of the event has been changed this year after the entry of the Seychelles, who have taken the number of participants to 13. The teams are now divided into three group of four and play knock-out matches on successive days to determine the group champions. Mauritius host the first group, and their opponents are Madagascar, the Seychelles and South Africa. Bafana Bafana play the Seychelles before Mauritius take on Madagascar in a double-header on 26 February. The two winners return to the New George V stadium the next day and the victor of the group decider advances to August's final mini-tournament. The second group will be hosted in Namibia in April. It comprises Zimbabwe, Botswana, Mozambique and the hosts. In June, former champions Zambia will host Lesotho, Malawi and Swaziland in the third group in Lusaka. The three group winners will then join title holders Angola for the last of the mini-tournaments in August, where the winners will be crowned.",sport
"To be fair to Graz, they had a gameplan - they knocked the ball forward, especially in the first half, and we struggled to deal with it. In the second half we were better but it was frustrating because we got the goal - but one slip and they were back in it."" Boro face Sporting Lisbon for a place in the quarter-finals after the Portuguese side saw off Feyenoord on Thursday. And McClaren added: ""Sporting are technically very good - Portuguese sides always are. ""But the journey goes on for us and we will now go to their magnificent stadium - after the first game here - we'll look forward to it."" Goalscorer Jimmy Floyd Hasselbaink added: ""It wasn't a particularly beautiful match to watch - but they made it difficult for us. ""We didn't play well at all. But you need a little bit of luck and I think we got that when my shot went through the legs of their goalkeeper. ""I would have liked to play in Holland - that would have been a little bit special to me. ""But so is going back to Portugal - I'll be playing against some lads I played with at Boavista.""",sport
"I have to be positive, I still have a few weeks, she said. ""My body has to get accustomed again to the stress, the rhythm."" Henin-Hardenne slid down the world rankings in the second half of 2004 after contracting the illness in April. After an initial lay-off, she was forced off the circuit for a second time after being knocked out of the French Open in the second round. A comeback at the US Open after a three-month absence ended when she crashed out at the fourth-round stage. But despite her problems, she still won five of the nine official tournaments she entered in 2004 and won Olympic gold in Athens, an achievement which saw her named Belgian sportswoman of the year on Friday. ""Physically, it's obvious that I hit rock bottom,"" said the 22-year-old, who will make her comeback in the Sydney International from 10-16 January. ""Since April, with the exception of the Olympics, I have not done much. ""All the successes I had prior to that were mainly due to the work I put in on building up my fitness. ""Now it's time to get back to putting in 200% effort and I think I am capable of doing that.""",sport
"We didn't play particularly well but I am pleased - even now - with a point, although we should have had three. Mendes could not believe the 'goal' was not given after seeing a replay. He said: ""My reaction on the pitch was to celebrate. ""It was a very nice goal, it was clearly over the line - I've never seen one so over the line and not given in my career. ""It's really, really over. What can you do but laugh about it? It's a nice goal and one to keep in my memory even though it didn't count. ""It's not every game you score from the halfway line."" Manchester United manager Sir Alex Ferguson sympathised with Tottenham and said the incident highlighted the need for video technology. ""I think it hammers home what a lot of people have been asking for and that's that technology should play a part in the game,"" Ferguson told MUTV. ""What I was against originally was the time factor in video replays. ""But I read an article the other day which suggested that if a referee can't make up his mind after 30 seconds of watching a video replay then the game should carry on.",sport
"The estimated loss to bondholders is up to 70% of the original value of the bonds, yet the majority are expected to accept the government's offer. Argentina defaulted on its debt three years ago, the biggest sovereign default in modern history. Yesterday Argentina's economy minister, Roberto Lavagna, said that he estimated that the results of the restructuring would be ready around next Thursday (3 March). Argentina's President, Nestor Kirchner, said on Friday: ""A year ago when we started the swap (negotiations), they told us we were crazy, that we were irrational."" But he added that his government was close to achieving: ""The best debt renegotiation in history."" The country has been in default on the $102.6bn - based on an original debt of $81.8bn plus interest - for the past three years. If the offer does not go ahead, international lawsuits on behalf of aggrieved investors could follow but analysts are optimistic that it will go through, despite the tough terms for bondholders. About 70% to 80% of bondholders are expected to accept the terms of the offer. By 18 February, creditors holding $41bn - or 40% of the total debt - had accepted the offer. Sorting out its debt would enhance the country's credibility on international markets and enable it to attract more foreign investment. Of Argentina's bondholders, 38.4% reside in Argentina, 15.6% in Italy, 10.3% in Switzerland, 9.1% in the United States, 5.1% in Germany and 3.1% in Japan. Investors in the UK, Holland and Luxembourg have about 1% each and the remainder were not broken down by country. The deal is likely to be taken up most enthusiastically by domestic investors, who will benefit if Argentina's economy becomes more stable.",business
"The country's economy has suffered from an overhang of personal debt after its consumers' credit card spending spree. Card use fell sharply last year, but is now picking up again with a rise in spending of 14.8% year-on-year. ""The economy is now heading upward rather than downward,"" said central bank governor Park Seung. ""The worst seems to have passed."" Mr Park's statement came as the bank decided to keep interest rates at an all-time low of 3.25%. It had cut rates in November to help revive the economy, but rising inflation - reaching 0.7% month-on-month in January - has stopped it from cutting further. Economic growth in 2004 was about 4.7%, with the central bank predicting 4% growth this year. Other indicators are also suggesting that the country is inching back towards economic health. Exports - traditionally the driver for expansion in Asian economies - grew slower in January than at any time in 17 months. But domestic demand seems to be taking up the slack. Consumer confidence has bounced back from a four-year low in January, and retail sales were up 2.1% in December. Credit card debt is falling, with only one in 13 of the 48 million cards now in default - down from one in eight at the end of 2003. One of its biggest card issuers, LG Card, was rescued from collapse in December, having almost imploded under the weight of its customers' bad debts. The government last year tightened the rules for card lending to keep the card glut under control.",business
"The outline proposes reductions in budgets at 12 out of 23 government agencies including cuts of 9.6% at Agriculture and 5.6% at the Environmental Protection Agency. The spending plan for the year beginning 1 October is banking on a healthy US economy to boost government income by 6.1% to $2.18 trillion. Spending is forecast to grow by 3.5% to $2.57 trillion. But the budget is still the tightest yet under Mr Bush's presidency. ""In order to sustain our economic expansion, we must continue pro-growth policies and enforce even greater spending restraint across federal government,"" Mr Bush said in his budget message to Congress. Mr Bush has promised to halve the US's massive budget deficit within five years. The deficit, partly the result of massive tax cuts early in Mr Bush's presidency, has been a key factor in pushing the US dollar lower. The independent Congressional Budget Office estimates that the shortfall could shrink to little more than $200bn by 2009, returning to the surpluses seen in the late 1990s by 2012. But its estimates depend on the tax cuts not being made permanent, in line with the promise when they were passed that they would ""sunset"", or disappear, in 2010. Most Republicans, however, want them to stay in place. And the figures also rely on the ""Social Security trust fund"" - the money set aside to cover the swelling costs of retirement pensions - being offset against the main budget deficit.",business
"By definition, the deficit means too little revenue and too much spending - but this neutral description doesn't adequately capture the current situation. Federal revenues are at 1950s levels, while spending remains where it has been in recent decades - much higher. In addition, the United States has two significant military missions. The Bush administration's chosen remedy is the least feasible one. Reducing domestic spending, or eliminating ""waste, fraud and abuse"" is toothless because this slice of the budget is too small to solve the problem. Indeed, if Congress were rash enough to balance the budget in this way, there would hardly be any such spending left. Law enforcement, space exploration, environmental clean-up, economic development, the Small Business Administration, housing, veterans' benefits, aid to state and local governments would all but disappear. It's fantasy to think these routine government functions could be slashed. The biggest spending growth areas are defence (including homeland security), and health care for the elderly and the poor. To some extent, increases in these areas are inevitable. The US population is aging, and the nation does face genuine threats in the world. But serious savings can only be found where the big money is. Savings in health care spending that do not come at the expense of health can only be achieved with wholesale reform of the entire system, public and private. Brute force budget cuts or spending caps would ill-serve the nation's elderly and indigent.",business
"Palaniappan Chidambaram, India's finance minister, argued that these organisations need to take into account the changing world order, given India and China's integration into the global economy. He said the issue is not globalisation but ""the terms of engagement in globalisation."" Mr Chidambaram is attending the G7 meeting as part of the G20 group of nations, which account for two thirds of the world's population. At a conference on developing enterprise hosted by UK finance minister Gordon Brown on Friday, he said that he was in favour of floating exchange rates because they help countries cope with economic shocks. ""A flexible exchange rate is one more channel for absorbing both positive and negative shocks,"" he told the conference. India, along with China, Brazil, South Africa and Russia, has been invited to take part in the G7 meeting taking place in London on Friday and Saturday. China is expected to face renewed pressure to abandon its fixed exchange rate, which G7 nations, in particular the US, have blamed for a surge in cheap Chinese exports. ""Some countries have tried to use fixed exchange rates. I do not wish to make any judgements,"" Mr Chidambaram said. Separately, the IMF warned on Thursday that India's budget deficit was too large and would hamper the country's economic growth, which it forecast to be around 6.5% in the year to March 2005. In the year to March 2004, the Indian economy grew by 8.5%.",business
"He has said a contribution could be made in return for a seat on the company's board. He added that the government is in discussions with Aguas Argentinas about what role it might take in the event that a State contribution is agreed. However, Aguas Argentinas told the Argentine newspaper Clarin it would not accept any change to its legal structure and, in practice, this rules out State participation on its board. The Planning Minister didn't rule out the possibility of cancelling Aguas Argentinas water concession. Yet he added that he didn't like to do ""futurology"". But last week, Argentine Economic Minister, Roberto Lavagna, told the French media in Paris that the government was considering allowing a 16% increase in tariffs and the possibility of a State contribution to Aguas Argentinas infrastructure investments. Speaking in Buenos Aires, Mr De Vido later denied the possibility of any tariff increase and insisted that the annual investment in water infrastructure was at the centre of the discussions. He added that in the coming weeks the future of Aguas Argentinas would be decided. Suez owns 40% of Aguas Argentinas (39.9%), while Spain's Aguas de Barcelona is its second biggest shareholder with 25.01%. Recently, Suez lost a water concession in Bolivia after mass protests in the city of El Alto (the poorest in the country), with citizens complaining of unfair water charges. This forced the government to cancel the contract.",business
"This is partly because there are still bank account holders who are waiting to recover some of their deposits. ""The situation is bad for those who had previously chosen to save in Argentina, "" said Carlos Baez Silva, president of AARA, an association that represents bank account and bond holders. Few people have recovered more than about half their savings, Mr Baez Silva estimated, pointing out that many of the savers who have lost out are pensioners or others who once trusted the government, people who set aside money for the future in the belief that their investment would be safe. ""A lot of them invested in good faith,"" he said. ""The Argentine state responded by taking most of their investments."" The affair has made Mr Baez Silva disillusioned with the country's legal system. On occasion, the Supreme Court has ruled against the interests of the people he represents, he says, insisting that the system cannot be trusted. ""People have to deposit their money in the banks, not necessarily because they trust them but because crime is so high that people cannot have their money in their homes beneath their mattresses."" Mr Valentine, who was born in the United States but grew up in Argentina, agreed. ""If I have to save pesos [the local currency] there is not much problem, but I will think twice before I deposit dollars in a bank"".",business
"In the affected provinces, he expects the loss of tourism revenue to be offset by government reconstruction spending. Thailand intends to spend a similar sum - around 30bn baht - on the rebuilding work. ""It will take until the fourth quarter of next year before tourist visitors in Phuket and five other provinces return to their normal level,"" said Naris Chaiyasoot, director general at the ministry's fiscal policy office. In the Maldives the cost of reconstruction could wipe out economic growth, according to a government spokesman. ""Our nation is in peril here,"" said Ahmed Shaheed, the chief government spokesman. He estimated the economic cost of the disaster at hundreds of millions of dollars. The Maldives has gross domestic product of $660m. ""It won't be surprising if the cost exceeds our GDP,"" he said. ""In the last few years, we made great progress in our standard of living - the United Nations recognised this. Now we see this can disappear in a few days, a few minutes."" Shaheed noted that investment in a single tourist resort - the economic mainstay - could run to $40m. Between 10 and 12 of the 80-odd resorts have been severely damaged, and a similar number have suffered significant damage. However, many experts, including the World Bank, have pointed out that it is still difficult to assess the magnitude of the disaster and its likely economic impact.",business
